Date,Day,Week,Month,Year,Sales_inc_VAT,sales_excl_VAT,FY,Tertial,Store Name
05/07/2015,5,27,7,2015,478439,382751.2,FY16,T3,Wembley
12/07/2015,12,28,7,2015,100096,80076.8,FY16,T3,Wembley
19/07/2015,19,29,7,2015,392332,313865.6,FY16,T3,Wembley
26/07/2015,26,30,7,2015,421003,336802.4,FY16,T3,Wembley
02/08/2015,2,31,8,2015,287061,229648.8,FY16,T3,Wembley
09/08/2015,9,32,8,2015,290530,232424,FY16,T3,Wembley
16/08/2015,16,33,8,2015,312456,249964.8,FY16,T3,Wembley
23/08/2015,23,34,8,2015,116022,92817.6,FY16,T3,Wembley
30/08/2015,30,35,8,2015,151618,121294.4,FY16,T3,Wembley
06/09/2015,6,36,9,2015,104641,83712.8,FY17,T1,Wembley
13/09/2015,13,37,9,2015,155040,124032,FY17,T1,Wembley
20/09/2015,20,38,9,2015,339834,271867.2,FY17,T1,Wembley
27/09/2015,27,39,9,2015,385123,308098.4,FY17,T1,Wembley
04/10/2015,4,40,10,2015,123221,98576.8,FY17,T1,Wembley
11/10/2015,11,41,10,2015,492234,393787.2,FY17,T1,Wembley
18/10/2015,18,42,10,2015,204034,163227.2,FY17,T1,Wembley
25/10/2015,25,43,10,2015,397535,318028,FY17,T1,Wembley
01/11/2015,1,44,11,2015,455132,364105.6,FY17,T1,Wembley
08/11/2015,8,45,11,2015,480509,384407.2,FY17,T1,Wembley
15/11/2015,15,46,11,2015,467724,374179.2,FY17,T1,Wembley
22/11/2015,22,47,11,2015,423549,338839.2,FY17,T1,Wembley
29/11/2015,29,48,11,2015,347737,278189.6,FY17,T1,Wembley
06/12/2015,6,49,12,2015,258778,207022.4,FY17,T1,Wembley
13/12/2015,13,50,12,2015,430988,344790.4,FY17,T1,Wembley
20/12/2015,20,51,12,2015,239712,191769.6,FY17,T1,Wembley
27/12/2015,27,52,12,2015,249722,199777.6,FY17,T1,Wembley
03/01/2016,3,53,1,2016,152384,121907.2,FY17,T2,Wembley
10/01/2016,10,1,1,2016,281873,225498.4,FY17,T2,Wembley
17/01/2016,17,2,1,2016,280887,224709.6,FY17,T2,Wembley
24/01/2016,24,3,1,2016,391941,313552.8,FY17,T2,Wembley
31/01/2016,31,4,1,2016,191673,153338.4,FY17,T2,Wembley
07/02/2016,7,5,2,2016,329771,263816.8,FY17,T2,Wembley
14/02/2016,14,6,2,2016,265380,212304,FY17,T2,Wembley
21/02/2016,21,7,2,2016,413753,331002.4,FY17,T2,Wembley
28/02/2016,28,8,2,2016,250626,200500.8,FY17,T2,Wembley
06/03/2016,6,9,3,2016,362958,290366.4,FY17,T2,Wembley
13/03/2016,13,10,3,2016,274132,219305.6,FY17,T2,Wembley
20/03/2016,20,11,3,2016,277954,222363.2,FY17,T2,Wembley
27/03/2016,27,12,3,2016,103252,82601.6,FY17,T2,Wembley
03/04/2016,3,13,4,2016,368586,294868.8,FY17,T2,Wembley
10/04/2016,10,14,4,2016,389302,311441.6,FY17,T2,Wembley
17/04/2016,17,15,4,2016,417474,333979.2,FY17,T2,Wembley
24/04/2016,24,16,4,2016,115500,92400,FY17,T2,Wembley
01/05/2016,1,17,5,2016,486923,389538.4,FY17,T3,Wembley
08/05/2016,8,18,5,2016,190921,152736.8,FY17,T3,Wembley
15/05/2016,15,19,5,2016,226870,181496,FY17,T3,Wembley
22/05/2016,22,20,5,2016,446167,356933.6,FY17,T3,Wembley
29/05/2016,29,21,5,2016,309286,247428.8,FY17,T3,Wembley
05/06/2016,5,22,6,2016,201768,161414.4,FY17,T3,Wembley
12/06/2016,12,23,6,2016,173426,138740.8,FY17,T3,Wembley
19/06/2016,19,24,6,2016,145025,116020,FY17,T3,Wembley
26/06/2016,26,25,6,2016,427387,341909.6,FY17,T3,Wembley
03/07/2016,3,26,7,2016,213750,171000,FY17,T3,Wembley
10/07/2016,10,27,7,2016,472469,377975.2,FY17,T3,Wembley
17/07/2016,17,28,7,2016,134692,107753.6,FY17,T3,Wembley
24/07/2016,24,29,7,2016,239692,191753.6,FY17,T3,Wembley
31/07/2016,31,30,7,2016,188185,150548,FY17,T3,Wembley
07/08/2016,7,31,8,2016,114014,91211.2,FY17,T3,Wembley
14/08/2016,14,32,8,2016,411404,329123.2,FY17,T3,Wembley
21/08/2016,21,33,8,2016,428377,342701.6,FY17,T3,Wembley
28/08/2016,28,34,8,2016,265490,212392,FY17,T3,Wembley
04/09/2016,4,35,9,2016,297806,238244.8,FY18,T1,Wembley
11/09/2016,11,36,9,2016,126141,100912.8,FY18,T1,Wembley
18/09/2016,18,37,9,2016,337289,269831.2,FY18,T1,Wembley
25/09/2016,25,38,9,2016,150626,120500.8,FY18,T1,Wembley
02/10/2016,2,39,10,2016,246321,197056.8,FY18,T1,Wembley
09/10/2016,9,40,10,2016,335679,268543.2,FY18,T1,Wembley
16/10/2016,16,41,10,2016,459951,367960.8,FY18,T1,Wembley
23/10/2016,23,42,10,2016,267206,213764.8,FY18,T1,Wembley
30/10/2016,30,43,10,2016,374580,299664,FY18,T1,Wembley
06/11/2016,6,44,11,2016,393671,314936.8,FY18,T1,Wembley
13/11/2016,13,45,11,2016,256419,205135.2,FY18,T1,Wembley
20/11/2016,20,46,11,2016,411098,328878.4,FY18,T1,Wembley
27/11/2016,27,47,11,2016,426609,341287.2,FY18,T1,Wembley
04/12/2016,4,48,12,2016,496197,396957.6,FY18,T1,Wembley
11/12/2016,11,49,12,2016,331051,264840.8,FY18,T1,Wembley
18/12/2016,18,50,12,2016,373866,299092.8,FY18,T1,Wembley
25/12/2016,25,51,12,2016,167015,133612,FY18,T1,Wembley
01/01/2017,1,52,1,2017,421921,337536.8,FY18,T2,Wembley
08/01/2017,8,1,1,2017,444665,355732,FY18,T2,Wembley
15/01/2017,15,2,1,2017,395762,316609.6,FY18,T2,Wembley
22/01/2017,22,3,1,2017,399631,319704.8,FY18,T2,Wembley
29/01/2017,29,4,1,2017,416950,333560,FY18,T2,Wembley
05/02/2017,5,5,2,2017,324731,259784.8,FY18,T2,Wembley
12/02/2017,12,6,2,2017,300011,240008.8,FY18,T2,Wembley
19/02/2017,19,7,2,2017,435694,348555.2,FY18,T2,Wembley
26/02/2017,26,8,2,2017,404207,323365.6,FY18,T2,Wembley
05/03/2017,5,9,3,2017,233853,187082.4,FY18,T2,Wembley
12/03/2017,12,10,3,2017,110097,88077.6,FY18,T2,Wembley
19/03/2017,19,11,3,2017,393837,315069.6,FY18,T2,Wembley
26/03/2017,26,12,3,2017,108521,86816.8,FY18,T2,Wembley
02/04/2017,2,13,4,2017,385702,308561.6,FY18,T2,Wembley
09/04/2017,9,14,4,2017,403307,322645.6,FY18,T2,Wembley
04/01/2015,4,1,1,2015,342098,273678.4,FY16,T2,Milton Keynes
11/01/2015,11,2,1,2015,341014,272811.2,FY16,T2,Milton Keynes
18/01/2015,18,3,1,2015,383936,307148.8,FY16,T2,Milton Keynes
25/01/2015,25,4,1,2015,124992,99993.6,FY16,T2,Milton Keynes
01/02/2015,1,5,2,2015,371454,297163.2,FY16,T2,Milton Keynes
08/02/2015,8,6,2,2015,164431,131544.8,FY16,T2,Milton Keynes
15/02/2015,15,7,2,2015,100820,80656,FY16,T2,Milton Keynes
22/02/2015,22,8,2,2015,258353,206682.4,FY16,T2,Milton Keynes
01/03/2015,1,9,3,2015,396532,317225.6,FY16,T2,Milton Keynes
08/03/2015,8,10,3,2015,299888,239910.4,FY16,T2,Milton Keynes
15/03/2015,15,11,3,2015,462666,370132.8,FY16,T2,Milton Keynes
22/03/2015,22,12,3,2015,317478,253982.4,FY16,T2,Milton Keynes
29/03/2015,29,13,3,2015,341399,273119.2,FY16,T2,Milton Keynes
05/04/2015,5,14,4,2015,115900,92720,FY16,T2,Milton Keynes
12/04/2015,12,15,4,2015,293808,235046.4,FY16,T2,Milton Keynes
19/04/2015,19,16,4,2015,310198,248158.4,FY16,T2,Milton Keynes
26/04/2015,26,17,4,2015,494535,395628,FY16,T2,Milton Keynes
03/05/2015,3,18,5,2015,208255,166604,FY16,T3,Milton Keynes
10/05/2015,10,19,5,2015,440564,352451.2,FY16,T3,Milton Keynes
17/05/2015,17,20,5,2015,121062,96849.6,FY16,T3,Milton Keynes
24/05/2015,24,21,5,2015,416715,333372,FY16,T3,Milton Keynes
31/05/2015,31,22,5,2015,127068,101654.4,FY16,T3,Milton Keynes
07/06/2015,7,23,6,2015,181598,145278.4,FY16,T3,Milton Keynes
14/06/2015,14,24,6,2015,471227,376981.6,FY16,T3,Milton Keynes
21/06/2015,21,25,6,2015,162281,129824.8,FY16,T3,Milton Keynes
28/06/2015,28,26,6,2015,486674,389339.2,FY16,T3,Milton Keynes
05/07/2015,5,27,7,2015,278099,222479.2,FY16,T3,Milton Keynes
12/07/2015,12,28,7,2015,271347,217077.6,FY16,T3,Milton Keynes
19/07/2015,19,29,7,2015,417242,333793.6,FY16,T3,Milton Keynes
26/07/2015,26,30,7,2015,347290,277832,FY16,T3,Milton Keynes
02/08/2015,2,31,8,2015,449517,359613.6,FY16,T3,Milton Keynes
09/08/2015,9,32,8,2015,345839,276671.2,FY16,T3,Milton Keynes
16/08/2015,16,33,8,2015,344937,275949.6,FY16,T3,Milton Keynes
23/08/2015,23,34,8,2015,442126,353700.8,FY16,T3,Milton Keynes
30/08/2015,30,35,8,2015,486280,389024,FY16,T3,Milton Keynes
06/09/2015,6,36,9,2015,346669,277335.2,FY17,T1,Milton Keynes
13/09/2015,13,37,9,2015,468388,374710.4,FY17,T1,Milton Keynes
20/09/2015,20,38,9,2015,422821,338256.8,FY17,T1,Milton Keynes
27/09/2015,27,39,9,2015,258219,206575.2,FY17,T1,Milton Keynes
04/10/2015,4,40,10,2015,357241,285792.8,FY17,T1,Milton Keynes
11/10/2015,11,41,10,2015,140133,112106.4,FY17,T1,Milton Keynes
18/10/2015,18,42,10,2015,487243,389794.4,FY17,T1,Milton Keynes
25/10/2015,25,43,10,2015,411946,329556.8,FY17,T1,Milton Keynes
01/11/2015,1,44,11,2015,215624,172499.2,FY17,T1,Milton Keynes
08/11/2015,8,45,11,2015,167207,133765.6,FY17,T1,Milton Keynes
15/11/2015,15,46,11,2015,404774,323819.2,FY17,T1,Milton Keynes
22/11/2015,22,47,11,2015,470675,376540,FY17,T1,Milton Keynes
29/11/2015,29,48,11,2015,472277,377821.6,FY17,T1,Milton Keynes
06/12/2015,6,49,12,2015,138823,111058.4,FY17,T1,Milton Keynes
13/12/2015,13,50,12,2015,217116,173692.8,FY17,T1,Milton Keynes
20/12/2015,20,51,12,2015,306388,245110.4,FY17,T1,Milton Keynes
27/12/2015,27,52,12,2015,261648,209318.4,FY17,T1,Milton Keynes
03/01/2016,3,53,1,2016,183438,146750.4,FY17,T2,Milton Keynes
10/01/2016,10,1,1,2016,149533,119626.4,FY17,T2,Milton Keynes
17/01/2016,17,2,1,2016,437236,349788.8,FY17,T2,Milton Keynes
24/01/2016,24,3,1,2016,108158,86526.4,FY17,T2,Milton Keynes
31/01/2016,31,4,1,2016,262627,210101.6,FY17,T2,Milton Keynes
07/02/2016,7,5,2,2016,473139,378511.2,FY17,T2,Milton Keynes
14/02/2016,14,6,2,2016,152231,121784.8,FY17,T2,Milton Keynes
21/02/2016,21,7,2,2016,349507,279605.6,FY17,T2,Milton Keynes
28/02/2016,28,8,2,2016,199635,159708,FY17,T2,Milton Keynes
06/03/2016,6,9,3,2016,282867,226293.6,FY17,T2,Milton Keynes
13/03/2016,13,10,3,2016,293663,234930.4,FY17,T2,Milton Keynes
20/03/2016,20,11,3,2016,100910,80728,FY17,T2,Milton Keynes
27/03/2016,27,12,3,2016,388089,310471.2,FY17,T2,Milton Keynes
03/04/2016,3,13,4,2016,257065,205652,FY17,T2,Milton Keynes
10/04/2016,10,14,4,2016,158170,126536,FY17,T2,Milton Keynes
17/04/2016,17,15,4,2016,368256,294604.8,FY17,T2,Milton Keynes
24/04/2016,24,16,4,2016,261957,209565.6,FY17,T2,Milton Keynes
01/05/2016,1,17,5,2016,362283,289826.4,FY17,T3,Milton Keynes
08/05/2016,8,18,5,2016,248031,198424.8,FY17,T3,Milton Keynes
15/05/2016,15,19,5,2016,499272,399417.6,FY17,T3,Milton Keynes
22/05/2016,22,20,5,2016,489510,391608,FY17,T3,Milton Keynes
29/05/2016,29,21,5,2016,486732,389385.6,FY17,T3,Milton Keynes
05/06/2016,5,22,6,2016,244529,195623.2,FY17,T3,Milton Keynes
12/06/2016,12,23,6,2016,319252,255401.6,FY17,T3,Milton Keynes
19/06/2016,19,24,6,2016,220752,176601.6,FY17,T3,Milton Keynes
26/06/2016,26,25,6,2016,237076,189660.8,FY17,T3,Milton Keynes
03/07/2016,3,26,7,2016,147969,118375.2,FY17,T3,Milton Keynes
10/07/2016,10,27,7,2016,436987,349589.6,FY17,T3,Milton Keynes
17/07/2016,17,28,7,2016,160215,128172,FY17,T3,Milton Keynes
24/07/2016,24,29,7,2016,488010,390408,FY17,T3,Milton Keynes
31/07/2016,31,30,7,2016,196468,157174.4,FY17,T3,Milton Keynes
07/08/2016,7,31,8,2016,271128,216902.4,FY17,T3,Milton Keynes
14/08/2016,14,32,8,2016,204832,163865.6,FY17,T3,Milton Keynes
21/08/2016,21,33,8,2016,380119,304095.2,FY17,T3,Milton Keynes
28/08/2016,28,34,8,2016,204137,163309.6,FY17,T3,Milton Keynes
04/09/2016,4,35,9,2016,340152,272121.6,FY18,T1,Milton Keynes
11/09/2016,11,36,9,2016,499285,399428,FY18,T1,Milton Keynes
18/09/2016,18,37,9,2016,354988,283990.4,FY18,T1,Milton Keynes
25/09/2016,25,38,9,2016,151314,121051.2,FY18,T1,Milton Keynes
02/10/2016,2,39,10,2016,405371,324296.8,FY18,T1,Milton Keynes
09/10/2016,9,40,10,2016,136227,108981.6,FY18,T1,Milton Keynes
16/10/2016,16,41,10,2016,112575,90060,FY18,T1,Milton Keynes
23/10/2016,23,42,10,2016,242686,194148.8,FY18,T1,Milton Keynes
30/10/2016,30,43,10,2016,121997,97597.6,FY18,T1,Milton Keynes
06/11/2016,6,44,11,2016,340240,272192,FY18,T1,Milton Keynes
13/11/2016,13,45,11,2016,426790,341432,FY18,T1,Milton Keynes
20/11/2016,20,46,11,2016,495315,396252,FY18,T1,Milton Keynes
27/11/2016,27,47,11,2016,449881,359904.8,FY18,T1,Milton Keynes
04/12/2016,4,48,12,2016,262683,210146.4,FY18,T1,Milton Keynes
11/12/2016,11,49,12,2016,232280,185824,FY18,T1,Milton Keynes
18/12/2016,18,50,12,2016,442389,353911.2,FY18,T1,Milton Keynes
25/12/2016,25,51,12,2016,193030,154424,FY18,T1,Milton Keynes
01/01/2017,1,52,1,2017,492566,394052.8,FY18,T2,Milton Keynes
08/01/2017,8,1,1,2017,138791,111032.8,FY18,T2,Milton Keynes
15/01/2017,15,2,1,2017,167988,134390.4,FY18,T2,Milton Keynes
22/01/2017,22,3,1,2017,199488,159590.4,FY18,T2,Milton Keynes
29/01/2017,29,4,1,2017,264493,211594.4,FY18,T2,Milton Keynes
05/02/2017,5,5,2,2017,250398,200318.4,FY18,T2,Milton Keynes
12/02/2017,12,6,2,2017,477115,381692,FY18,T2,Milton Keynes
19/02/2017,19,7,2,2017,120290,96232,FY18,T2,Milton Keynes
26/02/2017,26,8,2,2017,272027,217621.6,FY18,T2,Milton Keynes
05/03/2017,5,9,3,2017,209769,167815.2,FY18,T2,Milton Keynes
12/03/2017,12,10,3,2017,175774,140619.2,FY18,T2,Milton Keynes
19/03/2017,19,11,3,2017,119721,95776.8,FY18,T2,Milton Keynes
26/03/2017,26,12,3,2017,242820,194256,FY18,T2,Milton Keynes
02/04/2017,2,13,4,2017,313188,250550.4,FY18,T2,Milton Keynes
09/04/2017,9,14,4,2017,149224,119379.2,FY18,T2,Milton Keynes
04/01/2015,4,1,1,2015,393619,314895.2,FY16,T2,Birmingham
11/01/2015,11,2,1,2015,293934,235147.2,FY16,T2,Birmingham
18/01/2015,18,3,1,2015,381169,304935.2,FY16,T2,Birmingham
25/01/2015,25,4,1,2015,343937,275149.6,FY16,T2,Birmingham
01/02/2015,1,5,2,2015,211404,169123.2,FY16,T2,Birmingham
08/02/2015,8,6,2,2015,232495,185996,FY16,T2,Birmingham
15/02/2015,15,7,2,2015,239574,191659.2,FY16,T2,Birmingham
22/02/2015,22,8,2,2015,145769,116615.2,FY16,T2,Birmingham
01/03/2015,1,9,3,2015,234270,187416,FY16,T2,Birmingham
08/03/2015,8,10,3,2015,451693,361354.4,FY16,T2,Birmingham
15/03/2015,15,11,3,2015,286719,229375.2,FY16,T2,Birmingham
22/03/2015,22,12,3,2015,102022,81617.6,FY16,T2,Birmingham
29/03/2015,29,13,3,2015,145393,116314.4,FY16,T2,Birmingham
05/04/2015,5,14,4,2015,114496,91596.8,FY16,T2,Birmingham
12/04/2015,12,15,4,2015,197709,158167.2,FY16,T2,Birmingham
19/04/2015,19,16,4,2015,223715,178972,FY16,T2,Birmingham
26/04/2015,26,17,4,2015,158799,127039.2,FY16,T2,Birmingham
03/05/2015,3,18,5,2015,468000,374400,FY16,T3,Birmingham
10/05/2015,10,19,5,2015,314919,251935.2,FY16,T3,Birmingham
17/05/2015,17,20,5,2015,182859,146287.2,FY16,T3,Birmingham
24/05/2015,24,21,5,2015,318462,254769.6,FY16,T3,Birmingham
31/05/2015,31,22,5,2015,494942,395953.6,FY16,T3,Birmingham
07/06/2015,7,23,6,2015,393628,314902.4,FY16,T3,Birmingham
14/06/2015,14,24,6,2015,470138,376110.4,FY16,T3,Birmingham
21/06/2015,21,25,6,2015,117349,93879.2,FY16,T3,Birmingham
28/06/2015,28,26,6,2015,174935,139948,FY16,T3,Birmingham
05/07/2015,5,27,7,2015,345184,276147.2,FY16,T3,Birmingham
12/07/2015,12,28,7,2015,317745,254196,FY16,T3,Birmingham
19/07/2015,19,29,7,2015,333308,266646.4,FY16,T3,Birmingham
26/07/2015,26,30,7,2015,493534,394827.2,FY16,T3,Birmingham
02/08/2015,2,31,8,2015,378427,302741.6,FY16,T3,Birmingham
09/08/2015,9,32,8,2015,488349,390679.2,FY16,T3,Birmingham
16/08/2015,16,33,8,2015,124654,99723.2,FY16,T3,Birmingham
23/08/2015,23,34,8,2015,293355,234684,FY16,T3,Birmingham
30/08/2015,30,35,8,2015,473973,379178.4,FY16,T3,Birmingham
06/09/2015,6,36,9,2015,447830,358264,FY17,T1,Birmingham
13/09/2015,13,37,9,2015,103693,82954.4,FY17,T1,Birmingham
20/09/2015,20,38,9,2015,175746,140596.8,FY17,T1,Birmingham
27/09/2015,27,39,9,2015,309828,247862.4,FY17,T1,Birmingham
04/10/2015,4,40,10,2015,304167,243333.6,FY17,T1,Birmingham
11/10/2015,11,41,10,2015,239623,191698.4,FY17,T1,Birmingham
18/10/2015,18,42,10,2015,360908,288726.4,FY17,T1,Birmingham
25/10/2015,25,43,10,2015,255939,204751.2,FY17,T1,Birmingham
01/11/2015,1,44,11,2015,485471,388376.8,FY17,T1,Birmingham
08/11/2015,8,45,11,2015,266720,213376,FY17,T1,Birmingham
15/11/2015,15,46,11,2015,491464,393171.2,FY17,T1,Birmingham
22/11/2015,22,47,11,2015,174939,139951.2,FY17,T1,Birmingham
29/11/2015,29,48,11,2015,432125,345700,FY17,T1,Birmingham
06/12/2015,6,49,12,2015,142032,113625.6,FY17,T1,Birmingham
13/12/2015,13,50,12,2015,236704,189363.2,FY17,T1,Birmingham
20/12/2015,20,51,12,2015,340472,272377.6,FY17,T1,Birmingham
27/12/2015,27,52,12,2015,131962,105569.6,FY17,T1,Birmingham
03/01/2016,3,53,1,2016,420694,336555.2,FY17,T2,Birmingham
10/01/2016,10,1,1,2016,218064,174451.2,FY17,T2,Birmingham
17/01/2016,17,2,1,2016,386294,309035.2,FY17,T2,Birmingham
24/01/2016,24,3,1,2016,144399,115519.2,FY17,T2,Birmingham
31/01/2016,31,4,1,2016,496106,396884.8,FY17,T2,Birmingham
07/02/2016,7,5,2,2016,453582,362865.6,FY17,T2,Birmingham
14/02/2016,14,6,2,2016,272109,217687.2,FY17,T2,Birmingham
21/02/2016,21,7,2,2016,468538,374830.4,FY17,T2,Birmingham
28/02/2016,28,8,2,2016,420524,336419.2,FY17,T2,Birmingham
06/03/2016,6,9,3,2016,247670,198136,FY17,T2,Birmingham
13/03/2016,13,10,3,2016,465855,372684,FY17,T2,Birmingham
20/03/2016,20,11,3,2016,191520,153216,FY17,T2,Birmingham
27/03/2016,27,12,3,2016,400501,320400.8,FY17,T2,Birmingham
03/04/2016,3,13,4,2016,416974,333579.2,FY17,T2,Birmingham
10/04/2016,10,14,4,2016,174206,139364.8,FY17,T2,Birmingham
17/04/2016,17,15,4,2016,384091,307272.8,FY17,T2,Birmingham
24/04/2016,24,16,4,2016,132175,105740,FY17,T2,Birmingham
01/05/2016,1,17,5,2016,152449,121959.2,FY17,T3,Birmingham
08/05/2016,8,18,5,2016,475916,380732.8,FY17,T3,Birmingham
15/05/2016,15,19,5,2016,124894,99915.2,FY17,T3,Birmingham
22/05/2016,22,20,5,2016,410888,328710.4,FY17,T3,Birmingham
29/05/2016,29,21,5,2016,455325,364260,FY17,T3,Birmingham
05/06/2016,5,22,6,2016,409354,327483.2,FY17,T3,Birmingham
12/06/2016,12,23,6,2016,282739,226191.2,FY17,T3,Birmingham
19/06/2016,19,24,6,2016,437487,349989.6,FY17,T3,Birmingham
26/06/2016,26,25,6,2016,168017,134413.6,FY17,T3,Birmingham
03/07/2016,3,26,7,2016,164172,131337.6,FY17,T3,Birmingham
10/07/2016,10,27,7,2016,268245,214596,FY17,T3,Birmingham
17/07/2016,17,28,7,2016,328757,263005.6,FY17,T3,Birmingham
24/07/2016,24,29,7,2016,198107,158485.6,FY17,T3,Birmingham
31/07/2016,31,30,7,2016,192155,153724,FY17,T3,Birmingham
07/08/2016,7,31,8,2016,320017,256013.6,FY17,T3,Birmingham
14/08/2016,14,32,8,2016,385014,308011.2,FY17,T3,Birmingham
21/08/2016,21,33,8,2016,440898,352718.4,FY17,T3,Birmingham
28/08/2016,28,34,8,2016,434522,347617.6,FY17,T3,Birmingham
04/09/2016,4,35,9,2016,108351,86680.8,FY18,T1,Birmingham
11/09/2016,11,36,9,2016,453880,363104,FY18,T1,Birmingham
18/09/2016,18,37,9,2016,285664,228531.2,FY18,T1,Birmingham
25/09/2016,25,38,9,2016,336961,269568.8,FY18,T1,Birmingham
02/10/2016,2,39,10,2016,442770,354216,FY18,T1,Birmingham
09/10/2016,9,40,10,2016,370058,296046.4,FY18,T1,Birmingham
16/10/2016,16,41,10,2016,112812,90249.6,FY18,T1,Birmingham
23/10/2016,23,42,10,2016,409299,327439.2,FY18,T1,Birmingham
30/10/2016,30,43,10,2016,439192,351353.6,FY18,T1,Birmingham
06/11/2016,6,44,11,2016,225744,180595.2,FY18,T1,Birmingham
13/11/2016,13,45,11,2016,379290,303432,FY18,T1,Birmingham
20/11/2016,20,46,11,2016,167821,134256.8,FY18,T1,Birmingham
27/11/2016,27,47,11,2016,218022,174417.6,FY18,T1,Birmingham
04/12/2016,4,48,12,2016,296910,237528,FY18,T1,Birmingham
11/12/2016,11,49,12,2016,174810,139848,FY18,T1,Birmingham
18/12/2016,18,50,12,2016,345207,276165.6,FY18,T1,Birmingham
25/12/2016,25,51,12,2016,291084,232867.2,FY18,T1,Birmingham
01/01/2017,1,52,1,2017,372530,298024,FY18,T2,Birmingham
08/01/2017,8,1,1,2017,130315,104252,FY18,T2,Birmingham
15/01/2017,15,2,1,2017,311111,248888.8,FY18,T2,Birmingham
22/01/2017,22,3,1,2017,232126,185700.8,FY18,T2,Birmingham
29/01/2017,29,4,1,2017,177888,142310.4,FY18,T2,Birmingham
05/02/2017,5,5,2,2017,162775,130220,FY18,T2,Birmingham
12/02/2017,12,6,2,2017,231446,185156.8,FY18,T2,Birmingham
19/02/2017,19,7,2,2017,391869,313495.2,FY18,T2,Birmingham
26/02/2017,26,8,2,2017,328537,262829.6,FY18,T2,Birmingham
05/03/2017,5,9,3,2017,404314,323451.2,FY18,T2,Birmingham
12/03/2017,12,10,3,2017,470905,376724,FY18,T2,Birmingham
19/03/2017,19,11,3,2017,436233,348986.4,FY18,T2,Birmingham
26/03/2017,26,12,3,2017,388570,310856,FY18,T2,Birmingham
02/04/2017,2,13,4,2017,122601,98080.8,FY18,T2,Birmingham
09/04/2017,9,14,4,2017,265827,212661.6,FY18,T2,Birmingham
04/01/2015,4,1,1,2015,306057,244845.6,FY16,T2,Nottingham
11/01/2015,11,2,1,2015,421886,337508.8,FY16,T2,Nottingham
18/01/2015,18,3,1,2015,429425,343540,FY16,T2,Nottingham
25/01/2015,25,4,1,2015,497443,397954.4,FY16,T2,Nottingham
01/02/2015,1,5,2,2015,208970,167176,FY16,T2,Nottingham
08/02/2015,8,6,2,2015,197403,157922.4,FY16,T2,Nottingham
15/02/2015,15,7,2,2015,203853,163082.4,FY16,T2,Nottingham
22/02/2015,22,8,2,2015,310829,248663.2,FY16,T2,Nottingham
01/03/2015,1,9,3,2015,114878,91902.4,FY16,T2,Nottingham
08/03/2015,8,10,3,2015,102553,82042.4,FY16,T2,Nottingham
15/03/2015,15,11,3,2015,392692,314153.6,FY16,T2,Nottingham
22/03/2015,22,12,3,2015,347359,277887.2,FY16,T2,Nottingham
29/03/2015,29,13,3,2015,214807,171845.6,FY16,T2,Nottingham
05/04/2015,5,14,4,2015,288059,230447.2,FY16,T2,Nottingham
12/04/2015,12,15,4,2015,316728,253382.4,FY16,T2,Nottingham
19/04/2015,19,16,4,2015,279371,223496.8,FY16,T2,Nottingham
26/04/2015,26,17,4,2015,317672,254137.6,FY16,T2,Nottingham
03/05/2015,3,18,5,2015,461355,369084,FY16,T3,Nottingham
10/05/2015,10,19,5,2015,461339,369071.2,FY16,T3,Nottingham
17/05/2015,17,20,5,2015,109414,87531.2,FY16,T3,Nottingham
24/05/2015,24,21,5,2015,461589,369271.2,FY16,T3,Nottingham
31/05/2015,31,22,5,2015,486714,389371.2,FY16,T3,Nottingham
07/06/2015,7,23,6,2015,468340,374672,FY16,T3,Nottingham
14/06/2015,14,24,6,2015,130805,104644,FY16,T3,Nottingham
21/06/2015,21,25,6,2015,342102,273681.6,FY16,T3,Nottingham
28/06/2015,28,26,6,2015,397690,318152,FY16,T3,Nottingham
05/07/2015,5,27,7,2015,499486,399588.8,FY16,T3,Nottingham
12/07/2015,12,28,7,2015,498840,399072,FY16,T3,Nottingham
19/07/2015,19,29,7,2015,142085,113668,FY16,T3,Nottingham
26/07/2015,26,30,7,2015,332748,266198.4,FY16,T3,Nottingham
02/08/2015,2,31,8,2015,272934,218347.2,FY16,T3,Nottingham
09/08/2015,9,32,8,2015,187838,150270.4,FY16,T3,Nottingham
16/08/2015,16,33,8,2015,289456,231564.8,FY16,T3,Nottingham
23/08/2015,23,34,8,2015,114949,91959.2,FY16,T3,Nottingham
30/08/2015,30,35,8,2015,410419,328335.2,FY16,T3,Nottingham
06/09/2015,6,36,9,2015,304088,243270.4,FY17,T1,Nottingham
13/09/2015,13,37,9,2015,256373,205098.4,FY17,T1,Nottingham
20/09/2015,20,38,9,2015,209915,167932,FY17,T1,Nottingham
27/09/2015,27,39,9,2015,246574,197259.2,FY17,T1,Nottingham
04/10/2015,4,40,10,2015,223332,178665.6,FY17,T1,Nottingham
11/10/2015,11,41,10,2015,378600,302880,FY17,T1,Nottingham
18/10/2015,18,42,10,2015,316266,253012.8,FY17,T1,Nottingham
25/10/2015,25,43,10,2015,107647,86117.6,FY17,T1,Nottingham
01/11/2015,1,44,11,2015,194597,155677.6,FY17,T1,Nottingham
08/11/2015,8,45,11,2015,461016,368812.8,FY17,T1,Nottingham
15/11/2015,15,46,11,2015,441266,353012.8,FY17,T1,Nottingham
